id,date,user,pc,activity
EVT-0001173,01/04/2023 06:53:31,U0087,PC-0004,Logon
EVT-0001174,01/04/2023 08:47:37,U0087,PC-0004,Logoff
EVT-0001175,01/04/2023 08:28:46,U0088,PC-0010,Logon
EVT-0001176,01/04/2023 11:01:01,U0088,PC-0010,Logoff
EVT-0001177,01/04/2023 09:22:03,U0088,PC-0010,Logon
EVT-0001178,01/04/2023 16:31:33,U0088,PC-0010,Logoff
EVT-0001179,01/04/2023 10:30:19,U0089,PC-0236,Logon
EVT-0001180,01/04/2023 15:13:44,U0089,PC-0236,Logoff
EVT-0001181,01/04/2023 06:30:16,U0090,PC-0174,Logon
EVT-0001182,01/04/2023 12:38:54,U0090,PC-0174,Logoff
EVT-0001183,01/04/2023 11:28:24,U0092,PC-0091,Logon
EVT-0001184,01/04/2023 15:48:51,U0092,PC-0091,Logoff
EVT-0001185,01/04/2023 10:02:06,U0092,PC-0091,Logon
EVT-0001186,01/04/2023 13:18:49,U0092,PC-0091,Logoff
EVT-0001187,01/04/2023 10:58:41,U0093,PC-0029,Logon
EVT-0001188,01/04/2023 14:23:59,U0093,PC-0029,Logoff
EVT-0001189,01/04/2023 07:06:16,U0093,PC-0029,Logon
EVT-0001190,01/04/2023 12:27:42,U0093,PC-0029,Logoff
EVT-0001191,01/04/2023 06:15:46,U0094,PC-0260,Logon
EVT-0001192,01/04/2023 10:59:18,U0094,PC-0260,Logoff
EVT-0001193,01/04/2023 08:43:44,U0094,PC-0260,Logon
EVT-0001194,01/04/2023 10:19:33,U0094,PC-0260,Logoff
EVT-0001195,01/04/2023 06:53:04,U0095,PC-0051,Logon
EVT-0001196,01/04/2023 10:00:12,U0095,PC-0051,Logoff
EVT-0001197,01/04/2023 06:22:14,U0095,PC-0176,Logon
EVT-0001198,01/04/2023 09:53:22,U0095,PC-0176,Logoff
EVT-0001199,01/04/2023 08:05:03,U0096,PC-0174,Logon
EVT-0001200,01/04/2023 12:29:40,U0096,PC-0174,Logoff
EVT-0001201,01/04/2023 06:38:40,U0096,PC-0174,Logon
EVT-0001202,01/04/2023 07:28:49,U0096,PC-0174,Logoff
EVT-0001203,01/04/2023 10:24:42,U0098,PC-0066,Logon
EVT-0001204,01/04/2023 15:49:08,U0098,PC-0066,Logoff
EVT-0001205,01/04/2023 10:16:18,U0099,PC-0249,Logon
EVT-0001206,01/04/2023 12:23:46,U0099,PC-0249,Logoff
EVT-0001207,01/04/2023 06:17:49,U0100,PC-0020,Logon
EVT-0001208,01/04/2023 06:49:55,U0100,PC-0020,Logoff
EVT-0001209,01/04/2023 08:17:49,U0102,PC-0199,Logon
EVT-0001210,01/04/2023 15:46:38,U0102,PC-0199,Logoff
EVT-0001211,01/04/2023 08:52:16,U0102,PC-0145,Logon
EVT-0001212,01/04/2023 13:28:55,U0102,PC-0145,Logoff
EVT-0001213,01/04/2023 06:39:25,U0103,PC-0064,Logon
EVT-0001214,01/04/2023 10:53:45,U0103,PC-0064,Logoff
EVT-0001215,01/04/2023 09:27:13,U0106,PC-0111,Logon
EVT-0001216,01/04/2023 15:01:29,U0106,PC-0111,Logoff
EVT-0001217,01/04/2023 09:16:06,U0106,PC-0037,Logon
EVT-0001218,01/04/2023 14:36:17,U0106,PC-0037,Logoff
EVT-0001219,01/04/2023 08:31:09,U0107,PC-0033,Logon
EVT-0001220,01/04/2023 12:08:08,U0107,PC-0033,Logoff
EVT-0001221,01/04/2023 08:24:17,U0107,PC-0033,Logon
EVT-0001222,01/04/2023 12:24:27,U0107,PC-0033,Logoff
EVT-0001223,01/04/2023 10:32:45,U0108,PC-0096,Logon
EVT-0001224,01/04/2023 13:04:14,U0108,PC-0096,Logoff
EVT-0001225,01/04/2023 06:54:46,U0108,PC-0096,Logon
EVT-0001226,01/04/2023 11:02:17,U0108,PC-0096,Logoff
EVT-0001227,01/04/2023 08:44:52,U0109,PC-0009,Logon
EVT-0001228,01/04/2023 12:42:25,U0109,PC-0009,Logoff
EVT-0001229,01/04/2023 06:22:21,U0110,PC-0090,Logon
EVT-0001230,01/04/2023 08:27:17,U0110,PC-0090,Logoff
EVT-0001231,01/04/2023 13:41:05,U0111,PC-0204,Logon
EVT-0001232,01/04/2023 20:00:10,U0111,PC-0204,Logoff
EVT-0001233,01/04/2023 09:53:29,U0111,PC-0204,Logon
EVT-0001234,01/04/2023 12:26:20,U0111,PC-0204,Logoff
EVT-0001235,01/04/2023 07:02:24,U0112,PC-0205,Logon
EVT-0001236,01/04/2023 10:02:29,U0112,PC-0205,Logoff
EVT-0001237,01/04/2023 08:06:40,U0112,PC-0205,Logon
EVT-0001238,01/04/2023 14:00:25,U0112,PC-0205,Logoff
EVT-0001239,01/04/2023 10:47:12,U0114,PC-0229,Logon
EVT-0001240,01/04/2023 16:13:32,U0114,PC-0229,Logoff
EVT-0001241,01/04/2023 09:37:15,U0114,PC-0229,Logon
EVT-0001242,01/04/2023 16:36:32,U0114,PC-0229,Logoff
EVT-0001243,01/04/2023 09:31:34,U0115,PC-0074,Logon
EVT-0001244,01/04/2023 10:45:24,U0115,PC-0074,Logoff
EVT-0001245,01/04/2023 08:21:03,U0118,PC-0038,Logon
EVT-0001246,01/04/2023 12:16:29,U0118,PC-0038,Logoff
EVT-0001247,01/04/2023 08:13:51,U0118,PC-0038,Logon
EVT-0001248,01/04/2023 10:13:29,U0118,PC-0038,Logoff
EVT-0001249,01/04/2023 11:34:09,U0119,PC-0090,Logon
EVT-0001250,01/04/2023 14:05:00,U0119,PC-0090,Logoff
EVT-0001251,01/04/2023 08:47:09,U0119,PC-0090,Logon
EVT-0001252,01/04/2023 13:33:17,U0119,PC-0090,Logoff
EVT-0001253,01/04/2023 06:02:15,U0120,PC-0283,Logon
EVT-0001254,01/04/2023 10:50:31,U0120,PC-0283,Logoff
EVT-0001255,01/04/2023 10:57:19,U0121,PC-0231,Logon
EVT-0001256,01/04/2023 15:12:37,U0121,PC-0231,Logoff
EVT-0001257,01/04/2023 07:37:04,U0122,PC-0166,Logon
EVT-0001258,01/04/2023 11:57:01,U0122,PC-0166,Logoff
EVT-0001259,01/04/2023 10:39:14,U0124,PC-0104,Logon
EVT-0001260,01/04/2023 16:25:18,U0124,PC-0104,Logoff
EVT-0001261,01/04/2023 07:47:43,U0126,PC-0055,Logon
EVT-0001262,01/04/2023 15:02:21,U0126,PC-0055,Logoff
EVT-0001263,01/04/2023 10:34:08,U0126,PC-0055,Logon
EVT-0001264,01/04/2023 16:39:30,U0126,PC-0055,Logoff
EVT-0001265,01/04/2023 08:21:04,U0128,PC-0202,Logon
EVT-0001266,01/04/2023 09:40:47,U0128,PC-0202,Logoff
EVT-0001267,01/04/2023 08:23:35,U0129,PC-0275,Logon
EVT-0001268,01/04/2023 11:10:52,U0129,PC-0275,Logoff
EVT-0001269,01/04/2023 08:06:50,U0131,PC-0050,Logon
EVT-0001270,01/04/2023 11:51:15,U0131,PC-0050,Logoff
EVT-0001271,01/04/2023 08:31:05,U0133,PC-0092,Logon
EVT-0001272,01/04/2023 12:10:06,U0133,PC-0092,Logoff
EVT-0001273,01/04/2023 10:37:56,U0133,PC-0154,Logon
EVT-0001274,01/04/2023 13:13:47,U0133,PC-0154,Logoff
EVT-0001275,01/04/2023 08:40:17,U0134,PC-0158,Logon
EVT-0001276,01/04/2023 11:24:01,U0134,PC-0158,Logoff
EVT-0001277,01/04/2023 06:39:44,U0134,PC-0093,Logon
EVT-0001278,01/04/2023 13:08:20,U0134,PC-0093,Logoff
EVT-0001279,01/04/2023 08:52:50,U0135,PC-0057,Logon
EVT-0001280,01/04/2023 12:19:29,U0135,PC-0057,Logoff
EVT-0001281,01/04/2023 06:12:07,U0135,PC-0057,Logon
EVT-0001282,01/04/2023 11:26:58,U0135,PC-0057,Logoff
EVT-0001283,01/04/2023 06:34:32,U0136,PC-0242,Logon
EVT-0001284,01/04/2023 07:52:00,U0136,PC-0242,Logoff
EVT-0001285,01/04/2023 08:50:09,U0137,PC-0136,Logon
EVT-0001286,01/04/2023 14:07:48,U0137,PC-0136,Logoff
EVT-0001287,01/04/2023 07:59:02,U0138,PC-0187,Logon
EVT-0001288,01/04/2023 12:00:08,U0138,PC-0187,Logoff
EVT-0001289,01/04/2023 08:21:39,U0138,PC-0163,Logon
EVT-0001290,01/04/2023 14:26:42,U0138,PC-0163,Logoff
EVT-0001291,01/04/2023 10:59:34,U0139,PC-0022,Logon
EVT-0001292,01/04/2023 15:52:32,U0139,PC-0022,Logoff
EVT-0001293,01/04/2023 08:07:04,U0139,PC-0022,Logon
EVT-0001294,01/04/2023 09:52:14,U0139,PC-0022,Logoff
EVT-0001295,01/04/2023 07:12:47,U0141,PC-0071,Logon
EVT-0001296,01/04/2023 10:14:08,U0141,PC-0071,Logoff
EVT-0001297,01/04/2023 07:20:14,U0141,PC-0212,Logon
EVT-0001298,01/04/2023 14:25:36,U0141,PC-0212,Logoff
EVT-0001299,01/04/2023 07:30:37,U0143,PC-0005,Logon
EVT-0001300,01/04/2023 12:30:19,U0143,PC-0005,Logoff
EVT-0001301,01/04/2023 10:29:11,U0145,PC-0219,Logon
EVT-0001302,01/04/2023 18:06:33,U0145,PC-0219,Logoff
EVT-0001303,01/04/2023 10:40:22,U0145,PC-0219,Logon
EVT-0001304,01/04/2023 17:05:04,U0145,PC-0219,Logoff
EVT-0001305,01/04/2023 08:36:03,U0146,PC-0137,Logon
EVT-0001306,01/04/2023 13:02:20,U0146,PC-0137,Logoff
EVT-0001307,01/04/2023 09:10:48,U0147,PC-0160,Logon
EVT-0001308,01/04/2023 11:24:04,U0147,PC-0160,Logoff
EVT-0001309,01/04/2023 06:40:39,U0148,PC-0276,Logon
EVT-0001310,01/04/2023 08:32:14,U0148,PC-0276,Logoff
EVT-0001311,01/04/2023 06:14:05,U0148,PC-0276,Logon
EVT-0001312,01/04/2023 09:02:19,U0148,PC-0276,Logoff
EVT-0001313,01/04/2023 09:30:53,U0150,PC-0262,Logon
EVT-0001314,01/04/2023 12:27:02,U0150,PC-0262,Logoff
EVT-0001315,01/04/2023 10:55:15,U0150,PC-0262,Logon
EVT-0001316,01/04/2023 15:06:47,U0150,PC-0262,Logoff
EVT-0001317,01/04/2023 06:37:09,U0151,PC-0158,Logon
EVT-0001318,01/04/2023 08:35:58,U0151,PC-0158,Logoff
EVT-0001319,01/04/2023 09:02:02,U0151,PC-0158,Logon
EVT-0001320,01/04/2023 11:47:34,U0151,PC-0158,Logoff
EVT-0001321,01/04/2023 07:51:51,U0152,PC-0036,Logon
EVT-0001322,01/04/2023 12:45:56,U0152,PC-0036,Logoff
EVT-0001323,01/04/2023 07:35:48,U0153,PC-0209,Logon
EVT-0001324,01/04/2023 12:02:00,U0153,PC-0209,Logoff
EVT-0001325,01/04/2023 09:41:05,U0155,PC-0157,Logon
EVT-0001326,01/04/2023 14:55:30,U0155,PC-0157,Logoff
EVT-0001327,01/04/2023 07:47:37,U0156,PC-0233,Logon
EVT-0001328,01/04/2023 08:17:37,U0156,PC-0233,Logoff
EVT-0001329,01/04/2023 08:25:11,U0157,PC-0165,Logon
EVT-0001330,01/04/2023 08:55:11,U0157,PC-0165,Logoff
EVT-0001331,01/04/2023 07:40:00,U0157,PC-0165,Logon
EVT-0001332,01/04/2023 13:17:29,U0157,PC-0165,Logoff
EVT-0001333,01/04/2023 06:33:02,U0158,PC-0090,Logon
EVT-0001334,01/04/2023 12:34:43,U0158,PC-0090,Logoff
EVT-0001335,01/04/2023 07:36:50,U0159,PC-0124,Logon
EVT-0001336,01/04/2023 09:00:19,U0159,PC-0124,Logoff
EVT-0001337,01/04/2023 07:21:47,U0159,PC-0124,Logon
EVT-0001338,01/04/2023 08:48:37,U0159,PC-0124,Logoff
EVT-0001339,01/04/2023 09:23:29,U0160,PC-0170,Logon
EVT-0001340,01/04/2023 12:45:49,U0160,PC-0170,Logoff
EVT-0001341,01/04/2023 07:35:45,U0160,PC-0105,Logon
EVT-0001342,01/04/2023 12:31:27,U0160,PC-0105,Logoff
EVT-0001343,01/04/2023 09:07:41,U0161,PC-0246,Logon
EVT-0001344,01/04/2023 12:57:16,U0161,PC-0246,Logoff
EVT-0001345,01/04/2023 08:20:22,U0162,PC-0123,Logon
EVT-0001346,01/04/2023 08:57:24,U0162,PC-0123,Logoff
EVT-0001347,01/04/2023 08:22:28,U0163,PC-0051,Logon
EVT-0001348,01/04/2023 13:05:15,U0163,PC-0051,Logoff
EVT-0001349,01/04/2023 07:45:34,U0163,PC-0051,Logon
EVT-0001350,01/04/2023 11:35:19,U0163,PC-0051,Logoff
EVT-0001351,01/04/2023 07:43:44,U0165,PC-0132,Logon
EVT-0001352,01/04/2023 12:17:54,U0165,PC-0132,Logoff
EVT-0001353,01/04/2023 09:57:56,U0165,PC-0132,Logon
EVT-0001354,01/04/2023 13:41:52,U0165,PC-0132,Logoff
EVT-0001355,01/04/2023 07:04:06,U0166,PC-0018,Logon
EVT-0001356,01/04/2023 11:51:51,U0166,PC-0018,Logoff
EVT-0001357,01/04/2023 07:55:13,U0167,PC-0248,Logon
EVT-0001358,01/04/2023 09:42:22,U0167,PC-0248,Logoff
EVT-0001359,01/04/2023 07:34:59,U0168,PC-0147,Logon
EVT-0001360,01/04/2023 16:40:32,U0168,PC-0147,Logoff
EVT-0001361,01/04/2023 06:01:18,U0170,PC-0005,Logon
EVT-0001362,01/04/2023 11:35:44,U0170,PC-0005,Logoff
EVT-0001363,01/04/2023 11:53:33,U0170,PC-0005,Logon
EVT-0001364,01/04/2023 16:23:21,U0170,PC-0005,Logoff
EVT-0001365,01/04/2023 06:50:20,U0171,PC-0139,Logon
EVT-0001366,01/04/2023 09:27:09,U0171,PC-0139,Logoff
EVT-0001367,01/04/2023 07:35:28,U0171,PC-0139,Logon
EVT-0001368,01/04/2023 09:28:06,U0171,PC-0139,Logoff
EVT-0001369,01/04/2023 09:50:16,U0172,PC-0204,Logon
EVT-0001370,01/04/2023 12:49:01,U0172,PC-0204,Logoff
EVT-0001371,01/04/2023 11:03:09,U0173,PC-0178,Logon
EVT-0001372,01/04/2023 14:25:31,U0173,PC-0178,Logoff
EVT-0001373,01/04/2023 07:59:10,U0173,PC-0178,Logon
EVT-0001374,01/04/2023 12:18:57,U0173,PC-0178,Logoff
EVT-0001375,01/04/2023 08:45:44,U0174,PC-0168,Logon
EVT-0001376,01/04/2023 13:53:36,U0174,PC-0168,Logoff
EVT-0001377,01/04/2023 08:07:02,U0174,PC-0168,Logon
EVT-0001378,01/04/2023 10:58:37,U0174,PC-0168,Logoff
EVT-0001379,01/04/2023 07:13:35,U0175,PC-0152,Logon
EVT-0001380,01/04/2023 11:55:25,U0175,PC-0152,Logoff
EVT-0001381,01/04/2023 09:28:34,U0176,PC-0003,Logon
EVT-0001382,01/04/2023 13:19:13,U0176,PC-0003,Logoff
EVT-0001383,01/04/2023 07:01:25,U0176,PC-0003,Logon
EVT-0001384,01/04/2023 10:48:36,U0176,PC-0003,Logoff
EVT-0001385,01/04/2023 11:09:00,U0177,PC-0014,Logon
EVT-0001386,01/04/2023 13:40:21,U0177,PC-0014,Logoff
EVT-0001387,01/04/2023 07:57:18,U0178,PC-0293,Logon
EVT-0001388,01/04/2023 10:37:04,U0178,PC-0293,Logoff
EVT-0001389,01/04/2023 08:42:09,U0178,PC-0293,Logon
EVT-0001390,01/04/2023 09:12:09,U0178,PC-0293,Logoff
EVT-0001391,01/04/2023 08:30:57,U0181,PC-0283,Logon
EVT-0001392,01/04/2023 13:20:39,U0181,PC-0283,Logoff
EVT-0001393,01/04/2023 08:39:53,U0181,PC-0164,Logon
EVT-0001394,01/04/2023 12:57:54,U0181,PC-0164,Logoff
EVT-0001395,01/04/2023 08:41:12,U0182,PC-0282,Logon
EVT-0001396,01/04/2023 13:03:21,U0182,PC-0282,Logoff
EVT-0001397,01/04/2023 09:17:12,U0182,PC-0276,Logon
EVT-0001398,01/04/2023 17:54:00,U0182,PC-0276,Logoff
EVT-0001399,01/04/2023 06:32:25,U0183,PC-0079,Logon
EVT-0001400,01/04/2023 07:02:25,U0183,PC-0079,Logoff
EVT-0001401,01/04/2023 07:03:58,U0183,PC-0079,Logon
EVT-0001402,01/04/2023 13:32:56,U0183,PC-0079,Logoff
EVT-0001403,01/04/2023 10:23:24,U0184,PC-0128,Logon
EVT-0001404,01/04/2023 17:31:58,U0184,PC-0128,Logoff
EVT-0001405,01/04/2023 08:28:55,U0184,PC-0128,Logon
EVT-0001406,01/04/2023 14:17:56,U0184,PC-0128,Logoff
EVT-0001407,01/04/2023 08:26:51,U0185,PC-0192,Logon
EVT-0001408,01/04/2023 10:18:02,U0185,PC-0192,Logoff
EVT-0001409,01/04/2023 09:27:46,U0187,PC-0023,Logon
EVT-0001410,01/04/2023 09:57:46,U0187,PC-0023,Logoff
EVT-0001411,01/04/2023 09:09:13,U0188,PC-0219,Logon
EVT-0001412,01/04/2023 10:50:03,U0188,PC-0219,Logoff
EVT-0001413,01/04/2023 11:48:24,U0189,PC-0210,Logon
EVT-0001414,01/04/2023 17:51:19,U0189,PC-0210,Logoff
EVT-0001415,01/04/2023 07:11:35,U0189,PC-0110,Logon
EVT-0001416,01/04/2023 09:58:09,U0189,PC-0110,Logoff
EVT-0001417,01/04/2023 09:18:35,U0190,PC-0161,Logon
EVT-0001418,01/04/2023 16:53:55,U0190,PC-0161,Logoff
EVT-0001419,01/04/2023 09:35:47,U0191,PC-0161,Logon
EVT-0001420,01/04/2023 12:07:43,U0191,PC-0161,Logoff
EVT-0001421,01/04/2023 08:16:19,U0191,PC-0161,Logon
EVT-0001422,01/04/2023 12:17:43,U0191,PC-0161,Logoff
EVT-0001423,01/04/2023 10:18:26,U0192,PC-0197,Logon
EVT-0001424,01/04/2023 16:23:25,U0192,PC-0197,Logoff
EVT-0001425,01/04/2023 10:01:07,U0192,PC-0197,Logon
EVT-0001426,01/04/2023 12:25:41,U0192,PC-0197,Logoff
EVT-0001427,01/04/2023 09:47:23,U0194,PC-0252,Logon
EVT-0001428,01/04/2023 13:45:47,U0194,PC-0252,Logoff
EVT-0001429,01/04/2023 06:40:43,U0194,PC-0252,Logon
EVT-0001430,01/04/2023 09:03:56,U0194,PC-0252,Logoff
EVT-0001431,01/04/2023 06:01:54,U0195,PC-0235,Logon
EVT-0001432,01/04/2023 12:21:20,U0195,PC-0235,Logoff
EVT-0001433,01/04/2023 09:44:08,U0196,PC-0280,Logon
EVT-0001434,01/04/2023 15:30:08,U0196,PC-0280,Logoff
EVT-0001435,01/04/2023 08:58:22,U0197,PC-0150,Logon
EVT-0001436,01/04/2023 15:02:15,U0197,PC-0150,Logoff
EVT-0001437,01/04/2023 06:11:48,U0198,PC-0086,Logon
EVT-0001438,01/04/2023 09:53:59,U0198,PC-0086,Logoff
EVT-0001439,01/04/2023 10:43:51,U0199,PC-0075,Logon
EVT-0001440,01/04/2023 12:02:25,U0199,PC-0075,Logoff
EVT-0001441,01/04/2023 07:06:34,U0199,PC-0075,Logon
EVT-0001442,01/04/2023 08:18:11,U0199,PC-0075,Logoff
EVT-0001443,01/05/2023 07:26:21,U0001,PC-0160,Logon
EVT-0001444,01/05/2023 14:50:45,U0001,PC-0160,Logoff
EVT-0001445,01/05/2023 09:32:14,U0001,PC-0160,Logon
EVT-0001446,01/05/2023 14:44:06,U0001,PC-0160,Logoff
EVT-0001447,01/05/2023 09:44:53,U0001,PC-0160,Logon
EVT-0001448,01/05/2023 11:17:31,U0001,PC-0160,Logoff
EVT-0001449,01/05/2023 09:44:48,U0001,PC-0160,Logon
EVT-0001450,01/05/2023 11:08:47,U0001,PC-0160,Logoff
EVT-0001451,01/05/2023 10:59:01,U0002,PC-0004,Logon
EVT-0001452,01/05/2023 16:41:27,U0002,PC-0004,Logoff
EVT-0001453,01/05/2023 07:52:28,U0002,PC-0004,Logon
EVT-0001454,01/05/2023 13:37:55,U0002,PC-0004,Logoff
EVT-0001455,01/05/2023 11:14:08,U0003,PC-0293,Logon
EVT-0001456,01/05/2023 15:53:43,U0003,PC-0293,Logoff
EVT-0001457,01/05/2023 09:08:13,U0003,PC-0293,Logon
EVT-0001458,01/05/2023 14:15:18,U0003,PC-0293,Logoff
EVT-0001459,01/05/2023 10:50:07,U0003,PC-0248,Logon
EVT-0001460,01/05/2023 16:17:16,U0003,PC-0248,Logoff
EVT-0001461,01/05/2023 08:06:02,U0003,PC-0293,Logon
EVT-0001462,01/05/2023 11:30:41,U0003,PC-0293,Logoff
EVT-0001463,01/05/2023 08:19:42,U0004,PC-0050,Logon
EVT-0001464,01/05/2023 12:00:17,U0004,PC-0050,Logoff
EVT-0001465,01/05/2023 09:11:42,U0005,PC-0039,Logon
EVT-0001466,01/05/2023 17:19:48,U0005,PC-0039,Logoff
EVT-0001467,01/05/2023 11:22:22,U0006,PC-0195,Logon
EVT-0001468,01/05/2023 13:37:49,U0006,PC-0195,Logoff
EVT-0001469,01/05/2023 06:15:32,U0006,PC-0195,Logon
EVT-0001470,01/05/2023 10:14:45,U0006,PC-0195,Logoff
EVT-0001471,01/05/2023 10:00:33,U0006,PC-0195,Logon
EVT-0001472,01/05/2023 15:32:30,U0006,PC-0195,Logoff
EVT-0001473,01/05/2023 08:57:48,U0006,PC-0195,Logon
EVT-0001474,01/05/2023 14:28:56,U0006,PC-0195,Logoff
EVT-0001475,01/05/2023 11:30:23,U0007,PC-0161,Logon
EVT-0001476,01/05/2023 13:38:08,U0007,PC-0161,Logoff
EVT-0001477,01/05/2023 09:22:24,U0009,PC-0105,Logon
EVT-0001478,01/05/2023 13:02:30,U0009,PC-0105,Logoff
EVT-0001479,01/05/2023 08:29:07,U0010,PC-0289,Logon
EVT-0001480,01/05/2023 10:45:08,U0010,PC-0289,Logoff
EVT-0001481,01/05/2023 08:35:46,U0011,PC-0168,Logon
EVT-0001482,01/05/2023 09:28:53,U0011,PC-0168,Logoff
EVT-0001483,01/05/2023 07:29:38,U0011,PC-0146,Logon
EVT-0001484,01/05/2023 11:34:18,U0011,PC-0146,Logoff
EVT-0001485,01/05/2023 08:54:27,U0013,PC-0002,Logon
EVT-0001486,01/05/2023 14:55:46,U0013,PC-0002,Logoff
EVT-0001487,01/05/2023 11:30:43,U0013,PC-0002,Logon
EVT-0001488,01/05/2023 17:08:11,U0013,PC-0002,Logoff
EVT-0001489,01/05/2023 10:06:25,U0015,PC-0182,Logon
EVT-0001490,01/05/2023 14:05:17,U0015,PC-0182,Logoff
EVT-0001491,01/05/2023 09:44:37,U0016,PC-0137,Logon
EVT-0001492,01/05/2023 15:06:30,U0016,PC-0137,Logoff
EVT-0001493,01/05/2023 12:21:12,U0017,PC-0013,Logon
EVT-0001494,01/05/2023 18:30:14,U0017,PC-0013,Logoff
EVT-0001495,01/05/2023 10:46:31,U0019,PC-0296,Logon
EVT-0001496,01/05/2023 17:26:08,U0019,PC-0296,Logoff
EVT-0001497,01/05/2023 08:17:48,U0019,PC-0296,Logon
EVT-0001498,01/05/2023 09:43:28,U0019,PC-0296,Logoff
EVT-0001499,01/05/2023 07:25:31,U0022,PC-0243,Logon
EVT-0001500,01/05/2023 13:45:18,U0022,PC-0243,Logoff
EVT-0001501,01/05/2023 09:07:16,U0022,PC-0243,Logon
EVT-0001502,01/05/2023 14:52:52,U0022,PC-0243,Logoff
EVT-0001503,01/05/2023 07:06:47,U0023,PC-0035,Logon
EVT-0001504,01/05/2023 10:20:11,U0023,PC-0035,Logoff
EVT-0001505,01/05/2023 06:24:38,U0024,PC-0218,Logon
EVT-0001506,01/05/2023 06:54:38,U0024,PC-0218,Logoff
EVT-0001507,01/05/2023 09:06:48,U0024,PC-0267,Logon
EVT-0001508,01/05/2023 15:23:53,U0024,PC-0267,Logoff
EVT-0001509,01/05/2023 08:42:31,U0026,PC-0123,Logon
EVT-0001510,01/05/2023 11:24:48,U0026,PC-0123,Logoff
EVT-0001511,01/05/2023 08:55:34,U0026,PC-0123,Logon
EVT-0001512,01/05/2023 14:45:23,U0026,PC-0123,Logoff
EVT-0001513,01/05/2023 11:07:24,U0028,PC-0300,Logon
EVT-0001514,01/05/2023 14:52:58,U0028,PC-0300,Logoff
EVT-0001515,01/05/2023 08:11:35,U0029,PC-0113,Logon
EVT-0001516,01/05/2023 12:23:03,U0029,PC-0113,Logoff
EVT-0001517,01/05/2023 09:10:31,U0029,PC-0113,Logon
EVT-0001518,01/05/2023 09:40:31,U0029,PC-0113,Logoff
EVT-0001519,01/05/2023 08:07:36,U0030,PC-0202,Logon
EVT-0001520,01/05/2023 09:52:03,U0030,PC-0202,Logoff
EVT-0001521,01/05/2023 07:36:30,U0030,PC-0202,Logon
EVT-0001522,01/05/2023 09:02:22,U0030,PC-0202,Logoff
EVT-0001523,01/05/2023 07:31:37,U0031,PC-0195,Logon
EVT-0001524,01/05/2023 11:26:35,U0031,PC-0195,Logoff
EVT-0001525,01/05/2023 08:03:01,U0032,PC-0016,Logon
EVT-0001526,01/05/2023 10:25:21,U0032,PC-0016,Logoff
EVT-0001527,01/05/2023 09:51:47,U0032,PC-0016,Logon
EVT-0001528,01/05/2023 15:14:27,U0032,PC-0016,Logoff
EVT-0001529,01/05/2023 07:22:26,U0033,PC-0132,Logon
EVT-0001530,01/05/2023 12:48:56,U0033,PC-0132,Logoff
EVT-0001531,01/05/2023 07:41:19,U0033,PC-0132,Logon
EVT-0001532,01/05/2023 10:24:30,U0033,PC-0132,Logoff
EVT-0001533,01/05/2023 09:10:01,U0034,PC-0102,Logon
EVT-0001534,01/05/2023 12:26:36,U0034,PC-0102,Logoff
EVT-0001535,01/05/2023 06:36:32,U0035,PC-0216,Logon
EVT-0001536,01/05/2023 11:34:45,U0035,PC-0216,Logoff
EVT-0001537,01/05/2023 10:01:20,U0036,PC-0276,Logon
EVT-0001538,01/05/2023 14:18:36,U0036,PC-0276,Logoff
EVT-0001539,01/05/2023 06:51:31,U0036,PC-0276,Logon
EVT-0001540,01/05/2023 12:31:00,U0036,PC-0276,Logoff
EVT-0001541,01/05/2023 07:48:42,U0037,PC-0195,Logon
EVT-0001542,01/05/2023 13:50:21,U0037,PC-0195,Logoff
EVT-0001543,01/05/2023 07:31:40,U0038,PC-0142,Logon
EVT-0001544,01/05/2023 13:08:53,U0038,PC-0142,Logoff
EVT-0001545,01/05/2023 09:34:13,U0038,PC-0142,Logon
EVT-0001546,01/05/2023 10:04:13,U0038,PC-0142,Logoff
EVT-0001547,01/05/2023 07:51:14,U0039,PC-0252,Logon
EVT-0001548,01/05/2023 14:21:01,U0039,PC-0252,Logoff
EVT-0001549,01/05/2023 08:37:21,U0040,PC-0243,Logon
EVT-0001550,01/05/2023 10:02:54,U0040,PC-0243,Logoff
EVT-0001551,01/05/2023 07:04:41,U0041,PC-0275,Logon
EVT-0001552,01/05/2023 11:53:41,U0041,PC-0275,Logoff
EVT-0001553,01/05/2023 07:42:34,U0041,PC-0275,Logon
EVT-0001554,01/05/2023 11:39:36,U0041,PC-0275,Logoff
EVT-0001555,01/05/2023 06:29:42,U0042,PC-0092,Logon
EVT-0001556,01/05/2023 12:06:30,U0042,PC-0092,Logoff
EVT-0001557,01/05/2023 08:45:33,U0042,PC-0092,Logon
EVT-0001558,01/05/2023 13:06:37,U0042,PC-0092,Logoff
EVT-0001559,01/05/2023 09:47:29,U0043,PC-0252,Logon
EVT-0001560,01/05/2023 18:46:14,U0043,PC-0252,Logoff
EVT-0001561,01/05/2023 06:54:49,U0043,PC-0252,Logon
EVT-0001562,01/05/2023 08:08:25,U0043,PC-0252,Logoff
EVT-0001563,01/05/2023 07:09:15,U0044,PC-0034,Logon
EVT-0001564,01/05/2023 10:53:19,U0044,PC-0034,Logoff
EVT-0001565,01/05/2023 09:55:53,U0045,PC-0116,Logon
EVT-0001566,01/05/2023 12:13:30,U0045,PC-0116,Logoff
